"ID","errors"
"5dda993086c886a06ce9108d","5"
"5a4bf09053a4560001ba0ebf","1"
"57864b074d107800016db4db","1"
"55bb9ae7fdf99b26d27fda01","0"
"5ded38c39f631c3f7601388f","2"
"63cfff59a184313f875f6a06","8"
"57f2da5c6c19420001438d19","6"
"632887fe29453b90ee3fb295","6"
"60fc2ec58ad0da367daee3c1","9"
"6272ab12b3d9c61d2271db8d","4"
"5f36cb5c5a67570e141f4ef3","7"
"63d7ce77f6d6c8067823d746","8"
"576ad50bc8a90000010d99c8","3"
"601373dbd735b324b32818bd","6"
"60fc3be8b7778559e151b9dc","0"
"62dc2f45630616c5920dcb75","0"
"6413c7853eba2b2215197ff4","10"
"55dbd6a850a1f7001090d7c3","6"
"594936ad4152bf0001bfd5cd","3"
"5c3b70640eaa0100018ea877","1"
"58ac91c38bf22a00015b91b3","2"
"5eaf1a2c649fd108284c2b5f","0"
"640163f38a6d212213af8d9d","2"
"5c5f8a910edbd90001e1feda","1"
"62a39ad98ce3882e11e54d8f","2"
"5e46d70ab1f1c5000d96800d","2"
"6101bcb1b6f73b8138d66252","2"
"5eac8b777b60c8129709fc10","2"
"5be1ac50ca095c0001b9f717","4"
"58fd1e751178370001dd35bb","8"
"5cb5f1e080ba1c0001790399","9"
"5de5538f8fde1c4dbc951498","1"
"5c0ef15265217a00014ef2bd","0"
"5a0d9553fe645f0001e9f852","9"
"5b21259ce5cd900001125a0b","3"
"60fd080d5476f4a77211bafb","0"
"615eddb82c272bfc2abe6904","3"
"5ec47b2d91b37736ce88f3d6","0"
"63ed0ea6e613f50dfb1da55c","9"
"623666be98139b323ce77f86","0"
"59c843b646f72100019067ce","9"
"64282ae044d37e83e83ceca5","2"
"622a2074fe80192aa7a0212a","3"
"5bf008bec5260b0001d5a317","1"
"63da9196c3e5201cbbf64c88","2"
"5c9ebf067114700016da2813","1"
"5f0550bf5819b18476ee8343","0"
"62865e3456c142785cfad2a7","0"
"5c40e7d99d27f00001159a65","4"
"5e668d33ffed4c410e662f8a","0"
"62c41fe598ab94de4d4f021e","9"
"6400df45e639d203b8518cad","7"
"5f032457e2b9844beff1a2ec","4"
"5aa806e7777df200016088c5","4"
"59f21fe8cc514a00011a66cf","4"
"60ce9fa3d9f9a088647a62ba","4"
"5ac440da9534ba0001c736da","3"
"56d1af6521cd29000b973ff2","12"
"60f71eb315abd11a590fda93","14"
"63e461c4bdc3693c05d515a1","0"
"5c3a764874d1c6000138ea83","0"
"608bfa04767191aa4d57bfd8","6"
"583f12f545073d0001fac52d","12"
"58472149000f1000010ebc53","0"
"59e7477e3e4b5a00016aa4d2","5"
"64294cae8d5cae1b2ed48562","4"
"5dbb9407e0a6e81863526af7","6"
"5a10ab0a120fb300019496f4","10"
"5cbb78d664170f00011d7c4f","3"
"6168cbfbad1cc13ba73ade6e","1"
"63ea5b695d3f16b10c21a530","2"
"62e82e36f76b2b59d23e3443","1"
"636159bba71cce7040de4058","7"
"55a9f6a1fdf99b2d81b5295f","0"
"63d41088860131e49a85cfac","8"
