"","ID","errors","treatment"
"293","5927330",7,"errors_students"
"294","3125077",0,"errors_students"
"295","8888877",5,"errors_students"
"296","5996004",0,"errors_students"
"297","3231248",6,"errors_students"
"298","6030662",3,"errors_students"
"299","4300208",0,"errors_students"
"300","8901084",1,"errors_students"
"301","4367538",1,"errors_students"
"302","5f4e7311fe19f004679bd5c0",6,"errors_mpl"
"303","61006b0f1f3bfddb6b4c5d55",4,"errors_mpl"
"304","590d0c9c1211f9000142af16",9,"errors_mpl"
"305","63e548d24319702eba4fc949",0,"errors_mpl"
"306","61071a16a16c59f3d4cdb312",0,"errors_mpl"
"307","56435b83942576000a66eb5d",4,"errors_mpl"
"308","614ee4370d85f20de1b9548f",12,"errors_mpl"
"309","63f793ffba7e890a6efd936e",0,"errors_mpl"
"310","5c5db893b40f3800011084b4",0,"errors_mpl"
"311","5c52016a3146f80001d47b26",0,"errors_mpl"
"312","63ec351e54d94aea80599640",7,"errors_mpl"
"313","5d2f3becd8c144000187438c",5,"errors_mpl"
"314","5ecc6fb87c7c7646490f3cf8",0,"errors_mpl"
"315","57af9cdda169b50001a434e3",4,"errors_mpl"
"316","6138c06bd7d7f2b7720e7a27",11,"errors_mpl"
"317","62e12fbfcfefe85c35468bff",0,"errors_mpl"
"318","5dd3f4045686c13de81c0b20",0,"errors_mpl"
"319","5a0efb83ab721b0001ef8509",4,"errors_mpl"
"320","632e9aa62793c18a857aece4",4,"errors_mpl"
"321","62b46cafda63e83d14eb4ec5",8,"errors_mpl"
"322","5e772838f7b5de2892c7ddf3",6,"errors_mpl"
"323","5e2c9026f4a3052be159c494",0,"errors_mpl"
"324","5ca6daaed928190016013365",2,"errors_mpl"
"325","62bc3401dc67c7598dbba4a6",1,"errors_mpl"
"326","5f3847dff97940117558fe41",1,"errors_mpl"
"327","5e64ef1a247a9d2561f47509",5,"errors_mpl"
"328","60ddc7abdf6661b9c294691f",11,"errors_mpl"
"329","581bd344930a280001062c90",2,"errors_mpl"
"330","63f82e311d2a2c2002be81f4",1,"errors_mpl"
"331","63d7d4e2ebf6c98c92c2a7f8",8,"errors_mpl"
"332","580145ebf35f130001c36157",3,"errors_mpl"
"333","62ddd61a0d34cd54cc24da0e",1,"errors_mpl"
"334","615081c7ccbaea1db00d8e0c",0,"errors_mpl"
"335","601b9077694f034f0092dd8f",3,"errors_mpl"
"336","5bf4afe0b8e9f800014c9c0b",1,"errors_mpl"
"337","589a46af57995d0001a8a03a",4,"errors_mpl"
"338","6172b85dcc19bffb22604f1b",7,"errors_mpl"
"339","5d548912e1c7130018e019dc",1,"errors_mpl"
"340","5f60d14a4b540f04a9473cb7",0,"errors_mpl"
"341","63d8518247f4eb60f36dd960",5,"errors_mpl"
"342","634856da5284e75ca6f56756",4,"errors_mpl"
"343","5d38f983242a6f000156bbc1",0,"errors_mpl"
"344","640efe279750dc59ba3e9fb9",7,"errors_mpl"
"345","5fb16308dc5973607fa3041c",9,"errors_mpl"
"346","5f6f44e9451a3b0836b5d32c",0,"errors_mpl"
"347","5ec67c1f9d0f0906b783865f",0,"errors_mpl"
"348","632883da1f489d46286bde88",13,"errors_mpl"
"349","60db3b18bb1cd76fd466da0a",11,"errors_mpl"
"350","611291090e626fdfde536f38",0,"errors_mpl"
"351","62c7364890b6ce8f9770a531",0,"errors_mpl"
"352","5fd7f08920e71c0f734ee097",0,"errors_mpl"
"353","5dceebbcc12884034547ae4d",2,"errors_mpl"
"354","6102c843811b2ec9d92767ad",1,"errors_mpl"
"355","5d9ae3ff9d2a700014869bcb",0,"errors_mpl"
"356","594c1e5a9160cb00011d6474",0,"errors_mpl"
"357","5ed2bb7a67d51b24b2ac4037",0,"errors_mpl"
"358","5e3040a2d1a553000cc9147b",11,"errors_mpl"
"359","62e151e072a7512b2a596883",1,"errors_mpl"
"360","6267ec348d99cc16e7beb7f7",0,"errors_mpl"
"361","639b3d670be4a9daf302f881",6,"errors_mpl"
"362","636212999d9d4a04989c95e9",11,"errors_mpl"
"363","58e558cc728bea0001bbda24",3,"errors_mpl"
"364","5d86d05f9854a60019240621",12,"errors_mpl"
"365","614e3f7def73ee04e730819e",1,"errors_mpl"
"366","60f98abd446a8ee5ed91a8cd",10,"errors_mpl"
"367","62c0ccde4bd16c7f96a2959f",2,"errors_mpl"
"368","5d2df745da13f60018d14b64",1,"errors_mpl"
"369","5ce7b20479642d00197682ea",0,"errors_mpl"
"370","6150b927614a4f154f311f9d",13,"errors_mpl"
"371","5c1a4d7d1aea120001fdd685",3,"errors_mpl"
"372","5baff18baf6e8c000116be28",0,"errors_mpl"
"373","5f5e401d77501a6b82743d56",1,"errors_mpl"
"374","6155b9c45f96867d9d9631fd",3,"errors_mpl"
"375","5becfeed4f191100013b46db",6,"errors_mpl"
"376","5f63a30a09bd340c84c6688d",5,"errors_mpl"
"377","5f2a856a87f6262b2f345c92",0,"errors_mpl"
"378","60ffa146784103f75aadb045",12,"errors_mpl"
"379","62e185484154c451882a8a3d",2,"errors_mpl"
"380","5ce158b01d1060001a810a2d",3,"errors_mpl"
"381","5ec75df0d799ae1c11a8115c",1,"errors_mpl"
"382","5aa637861eda41000136d5d2",5,"errors_mpl"
"383","614e049f538645ead4ff4d49",0,"errors_mpl"
"384","62d9e46fded6a6209a518499",0,"errors_mpl"
"385","6102d892986a0f83785e2470",0,"errors_mpl"
"386","62ab399e15b98baaf3099d60",1,"errors_mpl"
"387","5f8737c71a44ac11b9481ab8",1,"errors_mpl"
"388","6155e0bb17662cfd9293bfd5",0,"errors_mpl"
"389","6128fd492700069e594016c9",1,"errors_mpl"
"390","59ff85cb7542890001aa60f1",7,"errors_mpl"
"391","61549a2caa92d84f392000e9",6,"errors_mpl"
"392","5e7227c4e9253c1509f76f96",1,"errors_mpl"
"393","5e935de580280569a374fa97",1,"errors_mpl"
"394","614e2446523bb49af662fb62",0,"errors_mpl"
"395","5d4b265b72db9d0015e8aac6",2,"errors_mpl"
"396","5a381de00006450001bf2691",0,"errors_mpl"
"397","5dd446ab87c1fd43fbb49aa1",11,"errors_mpl"
"398","607778a26ff3de83125f50c5",5,"errors_mpl"
"399","615d051e2366aeb051acb734",3,"errors_mpl"
"400","627426f35bbef15c65add1cd",0,"errors_mpl"
"401","6172b8bcb0ca871db44b71c9",8,"errors_mpl"
"402","630386f64c5bbd56ab1c3b0f",1,"errors_mpl"
"403","5d9be88c195db300128d652a",11,"errors_mpl"
"404","63d418d4229ed6c0712ce5bb",5,"errors_mpl"
"405","592621a771d4fe00012ce948",8,"errors_mpl"
"406","5a8b3fa3b093f80001a80576",3,"errors_mpl"
"407","6245c8c532cdc22633ecbf3f",10,"errors_mpl"
"408","6294e10a4c08ea03e58e177c",0,"errors_mpl"
"409","5ba596467c0ebe0001269842",4,"errors_mpl"
"410","6038743a95e000257b4fefdd",0,"errors_mpl"
"411","5dda993086c886a06ce9108d",5,"errors_mpl"
"412","5a4bf09053a4560001ba0ebf",1,"errors_mpl"
"413","57864b074d107800016db4db",1,"errors_mpl"
"414","55bb9ae7fdf99b26d27fda01",0,"errors_mpl"
"415","5ded38c39f631c3f7601388f",2,"errors_mpl"
"416","63cfff59a184313f875f6a06",8,"errors_mpl"
"417","57f2da5c6c19420001438d19",6,"errors_mpl"
"418","632887fe29453b90ee3fb295",6,"errors_mpl"
"419","60fc2ec58ad0da367daee3c1",9,"errors_mpl"
"420","6272ab12b3d9c61d2271db8d",4,"errors_mpl"
"421","5f36cb5c5a67570e141f4ef3",7,"errors_mpl"
"422","63d7ce77f6d6c8067823d746",8,"errors_mpl"
"423","576ad50bc8a90000010d99c8",3,"errors_mpl"
"424","601373dbd735b324b32818bd",6,"errors_mpl"
"425","60fc3be8b7778559e151b9dc",0,"errors_mpl"
"426","62dc2f45630616c5920dcb75",0,"errors_mpl"
"427","6413c7853eba2b2215197ff4",10,"errors_mpl"
"428","55dbd6a850a1f7001090d7c3",6,"errors_mpl"
"429","594936ad4152bf0001bfd5cd",3,"errors_mpl"
"430","5c3b70640eaa0100018ea877",1,"errors_mpl"
"431","58ac91c38bf22a00015b91b3",2,"errors_mpl"
"432","5eaf1a2c649fd108284c2b5f",0,"errors_mpl"
"433","640163f38a6d212213af8d9d",2,"errors_mpl"
"434","5c5f8a910edbd90001e1feda",1,"errors_mpl"
"435","62a39ad98ce3882e11e54d8f",2,"errors_mpl"
"436","5e46d70ab1f1c5000d96800d",2,"errors_mpl"
"437","6101bcb1b6f73b8138d66252",2,"errors_mpl"
"438","5eac8b777b60c8129709fc10",2,"errors_mpl"
"439","5be1ac50ca095c0001b9f717",4,"errors_mpl"
"440","58fd1e751178370001dd35bb",8,"errors_mpl"
"441","5cb5f1e080ba1c0001790399",9,"errors_mpl"
"442","5de5538f8fde1c4dbc951498",1,"errors_mpl"
"443","5c0ef15265217a00014ef2bd",0,"errors_mpl"
"444","5a0d9553fe645f0001e9f852",9,"errors_mpl"
"445","5b21259ce5cd900001125a0b",3,"errors_mpl"
"446","60fd080d5476f4a77211bafb",0,"errors_mpl"
"447","615eddb82c272bfc2abe6904",3,"errors_mpl"
"448","5ec47b2d91b37736ce88f3d6",0,"errors_mpl"
"449","63ed0ea6e613f50dfb1da55c",9,"errors_mpl"
"450","623666be98139b323ce77f86",0,"errors_mpl"
"451","59c843b646f72100019067ce",9,"errors_mpl"
"452","64282ae044d37e83e83ceca5",2,"errors_mpl"
"453","622a2074fe80192aa7a0212a",3,"errors_mpl"
"454","5bf008bec5260b0001d5a317",1,"errors_mpl"
"455","63da9196c3e5201cbbf64c88",2,"errors_mpl"
"456","5c9ebf067114700016da2813",1,"errors_mpl"
"457","5f0550bf5819b18476ee8343",0,"errors_mpl"
"458","62865e3456c142785cfad2a7",0,"errors_mpl"
"459","5c40e7d99d27f00001159a65",4,"errors_mpl"
"460","5e668d33ffed4c410e662f8a",0,"errors_mpl"
"461","62c41fe598ab94de4d4f021e",9,"errors_mpl"
"462","6400df45e639d203b8518cad",7,"errors_mpl"
"463","5f032457e2b9844beff1a2ec",4,"errors_mpl"
"464","5aa806e7777df200016088c5",4,"errors_mpl"
"465","59f21fe8cc514a00011a66cf",4,"errors_mpl"
"466","60ce9fa3d9f9a088647a62ba",4,"errors_mpl"
"467","5ac440da9534ba0001c736da",3,"errors_mpl"
"468","56d1af6521cd29000b973ff2",12,"errors_mpl"
"469","60f71eb315abd11a590fda93",14,"errors_mpl"
"470","63e461c4bdc3693c05d515a1",0,"errors_mpl"
"471","5c3a764874d1c6000138ea83",0,"errors_mpl"
"472","608bfa04767191aa4d57bfd8",6,"errors_mpl"
"473","583f12f545073d0001fac52d",12,"errors_mpl"
"474","58472149000f1000010ebc53",0,"errors_mpl"
"475","59e7477e3e4b5a00016aa4d2",5,"errors_mpl"
"476","64294cae8d5cae1b2ed48562",4,"errors_mpl"
"477","5dbb9407e0a6e81863526af7",6,"errors_mpl"
"478","5a10ab0a120fb300019496f4",10,"errors_mpl"
"479","5cbb78d664170f00011d7c4f",3,"errors_mpl"
"480","6168cbfbad1cc13ba73ade6e",1,"errors_mpl"
"481","63ea5b695d3f16b10c21a530",2,"errors_mpl"
"482","62e82e36f76b2b59d23e3443",1,"errors_mpl"
"483","636159bba71cce7040de4058",7,"errors_mpl"
"484","55a9f6a1fdf99b2d81b5295f",0,"errors_mpl"
"485","63d41088860131e49a85cfac",8,"errors_mpl"
"486","56efdf27bb24eb000b8244da",2,"errors_bdm"
"487","610737f2bfe377758a006dbc",2,"errors_bdm"
"488","5a542b96e0cf3d0001260df1",2,"errors_bdm"
"489","5dd329e3270f4433de53299a",4,"errors_bdm"
"490","60ff4339f5ffb265d16b144f",2,"errors_bdm"
"491","61005c6df08e9fc8d3767e69",4,"errors_bdm"
"492","5b129b48444cef0001cad497",6,"errors_bdm"
"493","5f412b8b7e943908670840d2",8,"errors_bdm"
"494","610008383c0a128712403745",10,"errors_bdm"
"495","632339023c3bf456b2b2061d",10,"errors_bdm"
"496","5b134a12bd9c31000156d4e2",12,"errors_bdm"
"497","5c05c77f24419e0001a3094f",1,"errors_bdm"
"498","62e2b8add7bff03a91d78162",0,"errors_bdm"
"499","60ff0cdb838c0da9d40d21c5",4,"errors_bdm"
"500","6441356d5337fd4714939734",8,"errors_bdm"
"501","5f94a8e7fa8c422fc88940b0",4,"errors_bdm"
"502","60528727a8bd70153578f03a",6,"errors_bdm"
"503","5f888f1504ea37030833e9ec",7,"errors_bdm"
"504","5a188836087f2e0001eaf744",0,"errors_bdm"
"505","62c43f3dc521456f7320356f",0,"errors_bdm"
"506","602d71e6fe40c079523df438",10,"errors_bdm"
"507","6082c37809793130ca4b3f0e",6,"errors_bdm"
"508","5d69678bf4d251001c0f81f3",3,"errors_bdm"
"509","5f0f74f79ae45313d4652776",0,"errors_bdm"
"510","63a519bb6eeff2ad74314b53",3,"errors_bdm"
"511","6057821a42472b51aff4fca9",1,"errors_bdm"
"512","63feca679bb24844accb7b47",0,"errors_bdm"
"513","5485df6efdf99b416d19fe90",0,"errors_bdm"
"514","610858d216ad5a7a479e3f7c",2,"errors_bdm"
"515","5f5848bad298df3b59ffcd12",0,"errors_bdm"
"516","5b15d20c444cef0001cb1153",1,"errors_bdm"
"517","628fb4c3880a08418cedd2d2",0,"errors_bdm"
"518","6366cf2fcdf32555ba896463",0,"errors_bdm"
"519","58d2cb10f5899100018a05b8",2,"errors_bdm"
"520","614f2b16d983019aeace1fe5",0,"errors_bdm"
"521","61083d0cd5238a0405e40d81",1,"errors_bdm"
"522","600b64930251181b379091fa",1,"errors_bdm"
"523","5f1b84872171f838a8a3cfa9",0,"errors_bdm"
"524","62349f9ac56251496a619264",0,"errors_bdm"
"525","6025b6e60ac9cb1ae2b1875a",1,"errors_bdm"
"526","5d295e07d3edf9001a801625",2,"errors_bdm"
"527","62b1f567d5f22515024421f1",5,"errors_bdm"
"528","5c535974b7cf140001d308d3",7,"errors_bdm"
"529","64012dd5c39978def2518c84",13,"errors_bdm"
"530","607eafaf008af56a5a3ba462",2,"errors_bdm"
"531","62d9d8b444e16335d513c6e1",1,"errors_bdm"
"532","60fd9ffd7fb294e3f1647ea8",5,"errors_bdm"
